Publisher,Author,Goodreads_Rating,Distinct_Works_Count,Sample_Book_Title,Sample_Book_Genre,Sample_Book_Pages
Manning Publications,Felienne Hermans,3.87,16,The Programmer's Brain,Unknown,0
Manning Publications,Jeff Nickoloff,3.81,1,Docker in Action,Application software,0
Manning Publications,Joe Hocking,5.0,1,Unity in Action,Computers,325
Manning Publications,Nishant Bhajaria,4.2,2,Data Privacy,Unknown,0
Manning Publications,Aditya Bhargava,4.42,12,Grokking Algorithms,Computer algorithms,0
Manning Publications,Ana Bell,4.15,10,Get Programming,Python (Computer program language),0
Manning Publications,Don Jones,4.3,3,Learn PowerShell Toolmaking in a Month of Lunches,Client/server computing,0
Manning Publications,Anthony Williams,4.31,4,C++ Concurrency in Action,C++ (Computer program language),0
Manning Publications,Wendy Wise,3.65,12,Anyone Can Create an App,Computers,425
Manning Publications,John Bunyan,4.09,11,The Pilgrim's Progress,Bibliography,308
Manning Publications,John Locke,3.83,10,Essay concerning human understanding,Theory of Knowledge,450
Manning Publications,Alexander Pope,3.73,10,An essay on man,Poetry,73
Manning Publications,John Z. Sonmez,3.89,7,Soft Skills,Development,470
Manning Publications,William Paley,3.88,10,A view of the evidences of Christianity,Apologetics,418
Manning Publications,Marko Luksa,4.58,3,Kubernetes in Action,"Application software, development",624
Manning Publications,Sebastian Raschka,4.31,10,Build a Large Language Model (from Scratch),Unknown,0
Manning Publications,Craig Walls,3.87,9,Spring in action,Application software,496
Manning Publications,Chris Richardson,4.16,10,Microservices Patterns,"Application software, development",522
Manning Publications,Jeremy McDowell,0.0,3,Acing the CCNA Exam,Unknown,592
Morningstar Ministries,Robert W. Hauser,0.0,3,"Daniel, Revelation and the Final Generation",Bible,316
W.W. Norton and Company,Stephen Jay Greenblatt,3.97,12,The Norton Anthology of English Literature,English literature,2055
W.W. Norton and Company,John Robert McNeill,3.82,10,The human web : a birds-eye view of world history,World history,350
W.W. Norton and Company,Andrea A. Lunsford,3.71,10,Everyone's an Author,Authorship,1015
W.W. Norton and Company,Karen Horney,4.19,10,The Neurotic Personality of Our Time,Neuroses,0
W.W. Norton and Company,Mary Roach,3.95,10,Spook,"Body, Mind & Spirit",311
W.W. Norton and Company,Joseph Conrad,3.49,13,"Chance, a Tale in Two Parts",Unknown,406
W.W. Norton and Company,Adrienne Cecilie Rich,4.21,10,The Will to Change,Unknown,67
W.W. Norton and Company,Norman Pollack,3.74,10,The populist response to industrial America,Unknown,166
W.W. Norton and Company,Alvin Harvey Hansen,0.0,3,Fiscal Policy and Business Cycles ...,Business cycles,462
W.W. Norton and Company,Robert Boyd,4.55,10,How Humans Evolved,Science,488
W.W. Norton and Company,Audre Lorde,4.48,10,Coal,Unknown,70
W.W. Norton and Company,John W. Wheeler-Bennett,4.0,10,Brest-Litovsk,Brest-Litovsk Peace Conference (1917-1918),478
W.W. Norton and Company,Muriel R. Gillick,3.98,6,Lifelines,Family & Relationships,292
W.W. Norton and Company,Brad Leithauser,4.21,10,Ghost Stories,Ghost stories,0
W.W. Norton and Company,Darrett Bruce Rutman,,17,Winthrop's Boston,Boston (Mass.),324
W.W. Norton and Company,Thomas Mayer,3.64,10,"Instructor's Manual For, Money, Banking and the Economy",Business enterprises,224
W.W. Norton and Company,J. Theodore Anagnoson,2.33,5,Governing California in the Twenty-first Century,California,0
W.W. Norton and Company,Marypaul Yates,,3,Fabrics,Unknown,0
W.W. Norton and Company,Paul Bekker,0.0,1,Richard Wagner,Unknown,554
W.W. Norton and Company,Horace Gregory,4.04,10,New Letters in America,American literature,232
W.W. Norton and Company,Hans Theodore David,4.07,7,The Bach Reader,Composers,470
W.W. Norton and Company,Ernest A. Ratsey,0.0,1,Yacht Sails,Sails,284
W.W. Norton and Company,Geoffrey Chaucer,3.56,11,Troilus and Criseyde,Cressida (Fictitious character),0
W.W. Norton and Company,Zheng Cheng,3.8,10,A Son of China,Unknown,286
W.W. Norton and Company,Frederic Prokosch,0.0,1,Return from the Picnic,Unknown,222
W.W. Norton and Company,Anthony Burgess,4.01,12,A Clockwork Orange,bible,192
W.W. Norton and Company,William Shakespeare,3.86,15,Plays (36),sources,889
W.W. Norton and Company,Henry James,3.57,13,The Portrait of a Lady,Fiction,595
W.W. Norton and Company,Kate Chopin,3.74,11,The Awakening,Adultery,218
W.W. Norton and Company,Charles Dickens,3.92,12,Hard Times,Fiction,327
W.W. Norton and Company,Mary Shelley,3.88,12,The Last Man,Fiction,414
W.W. Norton and Company,Thomas Hardy,3.87,10,The Return of the Native,"People with visual disabilities, fiction",470
W.W. Norton and Company,Hermann Hesse,4.08,11,Der Steppenwolf,Fiction,224
W.W. Norton and Company,Mary Wollstonecraft,4.02,22,A Vindication of Rights of Woman,Women's rights,256
W.W. Norton and Company,George Eliot,3.88,15,Middlemarch,Young women,800
W.W. Norton and Company,Thomas More,3.56,11,Utopia,Utopias,176
W.W. Norton and Company,Daniel Defoe,3.66,12,Robinson Crusoe,Robinson Cusoe,289
W.W. Norton and Company,John Bunyan,4.09,11,The Pilgrim's Progress,Bibliography,308
W.W. Norton and Company,Ivan Sergeevich Turgenev,4.29,10,Отцы и дети,Fiction,247
University of North Carolina Press,William S. Powell,3.85,10,"The North Carolina Gazetteer, 2nd Ed",Reference,606
University of North Carolina Press,Jack Claiborne,4.02,9,Discovering North Carolina,History,390
University of North Carolina Press,Christopher Alan Cooper,4.03,4,The New Politics of North Carolina,Political Science,330
University of North Carolina Press,Pamela Grundy,4.25,10,Learning to Win,Sports & Recreation,396
University of North Carolina Press,Jeffrey J. Crow,4.0,10,Writing North Carolina History,History,273
University of North Carolina Press,William D. Snider,,3,Light on the Hill,History,394
University of North Carolina Press,Jock Lauterer,4.34,10,Community Journalism,Language Arts & Disciplines,457
University of North Carolina Press,University of North Carolina (1793-1962). University Extension Division,,4,University of North Carolina Extension Bulletin,American literature,892
University of North Carolina Press,Lindley S. Butler,3.48,9,The North Carolina Experience,History,482
University of North Carolina Press,Hugh F. Rankin,0.0,1,The North Carolina Continentals,History,452
University of North Carolina Press,University of North Carolina (1793-1962),0.0,1,The University of North Carolina Press,Unknown,40
University of North Carolina Press,W. Buck Yearns,3.44,4,North Carolina Civil War Documentary,History,414
University of North Carolina Press,Larry E. Tise,3.69,10,New Voyages to Carolina,History,425
University of North Carolina Press,Marcie Cohen Ferris,,37,Edible North Carolina,Cooking,297
University of North Carolina Press,Jeffrey Reaser,3.99,10,Talkin' Tar Heel,Language Arts & Disciplines,348
University of North Carolina Press,Rupert Bayless Vance,4.0,10,Regionalism and the South,History,388
University of North Carolina Press,Harry Roy Merrens,,1,Colonial North Carolina in the Eighteenth Century,History,391
University of North Carolina Press,Gerald M. Sider,3.78,4,Living Indian Histories,Social Science,400
University of North Carolina Press,Michael L. Walden,3.6,10,North Carolina in the Connected Age,History,358
University of North Carolina Press,David S. Cecelski,4.3,8,The Waterman's Song,History,332
University of North Carolina Press,Michael Perman,3.85,10,Pursuit of Unity,History,407
University of North Carolina Press,H. Trawick Ward,4.13,3,Time Before History,Social Science,334
University of North Carolina Press,William Marvel,4.12,11,Lee's Last Retreat,History,340
University of North Carolina Press,Addison Hibbard,3.88,10,"Correspondence Courses, 1923-1924",American literature,634
University of North Carolina Press,Mary Norton Kratt,3.83,10,Remembering Charlotte,Antiques & Collectibles,188
University of North Carolina Press,Aristotle,4.26,11,Poetics,Early works to 1800,129
University of North Carolina Press,Solomon Northup,4.22,10,Twelve years a slave,Slavery,233
University of North Carolina Press,Harriet A. Jacobs,3.88,10,Incidents in the life of a slave girl,Women slaves,234
University of North Carolina Press,Frederick Douglass,4.16,12,Narrative of the life of Frederick Douglass,"Douglass, frederick, 1818-1895",127
University of North Carolina Press,Booker T. Washington,4.12,11,Up from Slavery,"Washington, booker t., 1856-1915",192
University of North Carolina Press,Niccolò Machiavelli,3.85,12,The Prince,"Political science, early works to 1800",156
University of North Carolina Press,Juan Ruiz,3.45,10,Libro de buen amor,Medieval Manuscripts,336
University of North Carolina Press,Wolfram von Eschenbach,3.74,10,Parzival,Arthurian romances,400
University of North Carolina Press,Johann Wolfgang von Goethe,3.75,12,Gedichte,Translations into English,278
University of North Carolina Press,Dante Alighieri,4.04,12,Vita nuova,Italian literature,145
University of North Carolina Press,Miguel de Unamuno,3.91,10,"San Manuel Bueno, mártir",Spanish language,102
University of North Carolina Press,Mary Shelley,4.02,22,Mathilda,Fathers and daughters,128
University of North Carolina Press,William Wells Brown,3.94,10,Clotel,African American families,198
University of North Carolina Press,Auguste Rodin,4.03,5,Rodin,Exhibitions,139
Verso Books,Nanni Balestrini,3.93,11,We Want Everything,Fiction,225
Verso Books,Jonathan Crary,3.81,10,24/7,Philosophy,145
Verso Books,Erik Olin Wright,3.94,10,"Class, Crisis and the State",Political Science,266
Verso Books,Rudolf Bahro,4.5,5,The Alternative in Eastern Europe,Political Science,0
Verso Books,Luc Boltanski,4.06,10,The New Spirit of Capitalism,Political Science,668
Verso Books,Matthias Schmelzer,3.94,10,The Future is Degrowth,Political Science,321
Verso Books,Leigh Phillips,3.88,6,The People's Republic of Walmart,Political Science,257
Verso Books,Andrew Hsiao,4.03,2,The Verso Book of Dissent,Political Science,417
Verso Books,Ellen Meiksins Wood,4.16,10,Empire of Capital,Business & Economics,206
Verso Books,Alex S. Vitale,4.18,5,The End of Policing,Political Science,273
Verso Books,Osama Bin Laden,4.04,10,Messages to the World,Biography & Autobiography,324
Verso Books,Ulrich Brand,3.99,10,The Imperial Mode of Living,Political Science,257
Verso Books,Jessie Kindig,4.11,4,The Verso Book of Feminism,Social Science,421
Verso Books,Robin Blackburn,4.35,16,The Making of New World Slavery,History,609
Verso Books,Tessa Morris-Suzuki,3.81,10,The Past Within Us,History,300
Verso Books,Jodi Dean,3.89,10,The Communist Horizon,Political Science,257
Verso Books,Michael Albert,3.98,3,Parecon,Business & Economics,324
Verso Books,Domenico Losurdo,4.26,10,Liberalism,Political Science,385
Verso Books,Jean Baudrillard,3.95,11,The System of Objects,Philosophy,245
Verso Books,Perry Anderson,3.85,9,The New Old World,Political Science,581
Verso Books,Keller Easterling,3.77,10,Extrastatecraft,Social Science,301
Verso Books,Huw Lemmey,3.61,10,Bad Gays,Social Science,369
Verso Books,Jacques Ranciere,3.97,10,The Intellectual and His People,Philosophy,193
Verso Books,Rossana Rossanda,0.0,4,The Comrade from Milan,Political Science,393
Verso Books,Antonio Negri,4.05,10,Political Descartes,Philosophy,353
Verso Books,Mary Wollstonecraft,4.02,22,A Vindication of Rights of Woman,Women's rights,256
Verso Books,Karl Marx,3.8,15,Manifest der Kommunistischen Partei,Communism,89
Verso Books,John Green,3.98,10,The Fault in Our Stars,Young Adult Fiction,317
Verso Books,Neil Gaiman,4.04,16,The Ocean at the End of the Lane,Good and evil,224
Verso Books,Vladimir Il’ich Lenin,2.9,12,Государство и революция,"State, The",132
Verso Books,John Steinbeck,3.97,13,The Moon is Down,War in fiction,143
Verso Books,Che Guevara,4.13,11,Diarios de Motocicleta,Friends and associates,173
Verso Books,Walter Rodney,4.43,10,Como Europa subdesarrollo a Africa,Africa,314
Verso Books,Friedrich Engels,3.77,12,"Der Ursprung der Familie, des Privateigenthums und des Staats",History,217
Verso Books,Benedict Anderson,4.07,11,Imagined communities,Nationalism,240
Verso Books,Itamar Vieira Junior,4.42,11,Torto Arado,Magic realism (Literature),280
Verso Books,W. E. B. Du Bois,4.5,10,Darkwater; voices from within the veil,Race relations,182
Verso Books,Max Stirner,4.25,5,Der Einzige und sein Eigentum,Egoism,404
Verso Books,B. R. Ambedkar,4.48,10,Annihilation of caste,Caste,97
Verso Books,Rebecca Solnit,3.96,11,Wanderlust,Walking,326
Paladin Press,Amante P. Marinas,3.3,2,Pananandata Knife Fighting,Knife fighting,104
Paladin Press,John Minnery,3.88,10,How to Kill,Unknown,92
Paladin Press,John Styers,3.97,5,Cold Steel,Sports & Recreation,200
Paladin Press,Chuck Taylor,3.51,10,The Complete Book Of Combat Handgunning,Unknown,0
Paladin Press,Peter R. Senich,4.49,10,The Complete Book of U.S. Sniping,History,280
Paladin Press,Leroy Thompson,4.36,10,Survival/fighting Knives,Knives,96
Paladin Press,Rex Applegate,3.98,10,Kill Or Get Killed,Combat,0
Paladin Press,Don Pentecost,4.05,10,"Put 'em Down, Take 'em Out!",Knife fighting,0
Paladin Press,Rex Feral,3.44,8,Hit Man,Criminal methods,130
Paladin Press,Malaclypse The Younger,4.27,1,Principia Discordia,American wit and humor.,95
Paladin Press,Duncan Long,3.89,11,"Assault Pistols, Rifles, and Submachine Guns",History,142
Paladin Press,Mel Tappan,4.24,10,Survival Guns,Sports & Recreation,480
Paladin Press,Shaoqi Liu,3.7,10,How to Be a Good Communist,Communism,0
Paladin Press,Jeff Cooper,4.37,10,Principles Of Personal Defense,Sports & Recreation,0
Paladin Press,Edward McCrady,,48,"The History of South Carolina in the Revolution, 1775-1780",South Carolina,899
Paladin Press,Jason Vail,4.3,14,Medieval And Renaissance Dagger Combat,History,234
Paladin Press,P.A. Luty,4.12,2,Expedient Homemade Firearms,Unknown,0
Paladin Press,George Hayduke,3.66,10,Silent But Deadly,Unknown,0
Paladin Press,John Clements,3.91,10,Renaissance Swordsmanship,Unknown,0
Paladin Press,John L. Plaster,4.4,10,The Ultimate Sniper,Sniping (Military science),0
Paladin Press,Paul Balor,3.81,2,Manual Of The Mercenary Soldier,Unknown,0
Paladin Press,Jim Hrisoulas,4.31,10,The Complete Bladesmith,Sports & Recreation,0
Paladin Press,Frank A. Moyer,,4,Special Forces Foreign Weapons Handbook,Unknown,0
Paladin Press,Frederik C. Jonsson,3.33,2,Maritime Sniper Manual,Sports & Recreation,218
Paladin Press,George Morgan Chinn,0.0,5,The Machine Gun,Unknown,0
Paladin Press,James Joyce,3.75,13,Finnegans Wake,Facsimiles,467
Paladin Press,Hermann Hesse,4.08,11,Demian,Teenage boys,185
Paladin Press,Kurt Vonnegut,3.98,15,Slaughterhouse-Five,American science fiction,196
Paladin Press,Andy Weir,4.33,11,The Martian,Science-Fiction,408
Paladin Press,Frantz Fanon,4.31,10,"Peau Noire, Masques Blancs",Black race,232
Paladin Press,Richard Dawkins,4.03,11,The selfish gene,Evolution (Biology),352
Paladin Press,Jean Genet,3.93,10,Notre-Dame-des-Fleurs,Fiction,318
Paladin Press,Clarice Lispector,4.19,10,A Hora da Estrela,"Fiction, psychological",96
Paladin Press,Pierce Brown,4.39,15,Red Rising,Science Fiction,416
Paladin Press,Jack Kerouac,3.7,11,The Dharma Bums,American fiction (fictional works by one author),224
Paladin Press,Erik H. Erikson,3.95,10,Childhood and society,Case studies,438
Paladin Press,Johan Huizinga,4.0,10,Homo Ludens,Play,232
Paladin Press,Howard Gardner,3.86,10,Frames of mind,Intellect,440
Paladin Press,Jean Piaget,4.0,10,Représentation du monde chez l'enfant,Congresses,397
Paladin Press,Samuel R. Delany,3.82,13,Nova,Fiction,224
Microcosm Publishing,Joe Biel,3.93,13,People's Guide to Publishing,Language Arts & Disciplines,354
Microcosm Publishing,Greg Farrell,4.11,10,On The Books,Comics & Graphic Novels,138
Microcosm Publishing,Alexander Trachtenberg,0.0,1,History of May Day,History,0
Microcosm Publishing,Kyle Bravo,3.75,2,Making Stuff and Doing Things,Artists' books,0
Microcosm Publishing,Danny Caine,4.3,9,How to Protect Bookstores and Why,Business & Economics,175
Microcosm Publishing,Catherine Baker,4.24,10,Against Prisons,Unknown,12
Microcosm Publishing,Elly Blue,3.94,13,"Bikes, the Universe, and Everything",Fiction,135
Microcosm Publishing,Kevin Prested,3.48,5,Punk USA.,Unknown,0
Microcosm Publishing,Julia Fogelson,,500,Speak Out!: A Zine Exploring Gendered Violence,Family & Relationships,0
Microcosm Publishing,Alexander Barrett,3.92,9,This is Portland,Travel,114
Microcosm Publishing,Kate Lopresti,3.65,2,Constant Rider Omnibus,Transportation,183
Microcosm Publishing,Jessie L. Kwak,4.22,3,From Chaos to Creativity,Self-Help,148
Microcosm Publishing,Eleanor C. Whitney,4.03,1,Spread the Word,Language Arts & Disciplines,166
Microcosm Publishing,Ed H. Clark,0.0,2,Constructive Beekeeping,Business & Economics,0
Microcosm Publishing,Tomas Moniz,3.94,13,Rad Dad,Family & Relationships,44
Microcosm Publishing,Aaron Lake Smith,4.2,4,Unemployment,Biography & Autobiography,44
Microcosm Publishing,Anne Elizabeth Moore,3.77,14,Cambodian Grrrl,History,143
Microcosm Publishing,Major Taylor,3.89,8,The Fastest Bicycle Rider in the World,Sports & Recreation,343
Microcosm Publishing,Bob Suren,4.1,2,Weird Music That Goes on Forever,Music,234
Microcosm Publishing,Katie Haegele,3.82,15,Cats I've Known,Humor,105
Microcosm Publishing,Stephen Duncombe,3.85,10,Notes from Underground,Social Science,256
Microcosm Publishing,Peter McCoy,4.54,2,Radical Mycology (Zine),Unknown,0
Microcosm Publishing,Susie Cagle,3.6,6,Nine Gallons,"Comic books, strips, etc",37
Microcosm Publishing,Dave Roche,4.02,4,On Subbing,Education,173
Microcosm Publishing,Faith G. Harper,3.5,10,Woke Parenting,Family & Relationships,165
Microcosm Publishing,Dr. Faith G. Harper,4.0,4,Unfuck your brain,Mental health,122
Microcosm Publishing,Sandor Ellix Katz,4.35,10,Wild Fermentation,Fermented foods,164
Microcosm Publishing,Wiley J. Larson,4.21,10,Spacecraft structures and mechanisms--from concept to launch,Space vehicles,850
Microcosm Publishing,Tom Neely,3.98,10,Henry & Glenn Forever & Ever,"Comics & graphic novels, gay & lesbian",33
Microcosm Publishing,Liz Baillie,3.41,11,My Brain Hurts,"Comics & graphic novels, general",74
Microcosm Publishing,Julia Alekseyeva,3.92,4,Soviet daughter,Jewish women,191
Microcosm Publishing,Bill Brent,4.11,23,Make a zine!,Zines,192
Microcosm Publishing,Jennifer Biggs,4.21,4,Homesweet Homegrown How To Grow Make And Store Your Own Food No Matter Where You Live,Horticulture,0
Microcosm Publishing,Cindy Crabb,4.08,10,Support,Sexual assault,64
Apress,Avram Joel Spolsky,,4,More Joel on Software,Computers,292
Apress,David Mark,3.73,6,More iPhone 3 Development,Computers,566
Apress,Richard Tierney,4.13,15,The Three Slide Pitch Deck,Business & Economics,119
Apress,John Zukowski,4.0,1,The Definitive Guide to Java Swing,Computers,913
Apress,Ira Greenberg,3.7,9,The Essential Guide to Processing for Flash Developers,Computers,498
Apress,Peter Lubbers,3.76,7,Pro HTML5 Programming,Computers,296
Apress,Daniel Rubio,,59,Spring Recipes,Computers,848
Apress,Daniel Cederholm,,1,Web Standards Solutions,Computers,269
Apress,Mark Pilgrim,3.94,10,Dive Into Python,Computers,419
Apress,Erica Sadun,3.72,10,Taking Your iPad 2 to the Max,Computers,498
Apress,Akkana Peck,3.72,6,Beginning GIMP,Computers,572
Apress,Jonathan Lewis,4.38,10,Cost-Based Oracle Fundamentals,Computers,525
Apress,Keir Thomas,3.57,10,Beginning Ubuntu Linux,Computers,691
Apress,Deepak Vohra,,33,Kubernetes Microservices with Docker,Computers,440
Apress,Vaskaran Sarcar,3.38,10,Java Design Patterns,Computers,512
Apress,Frank M. Kromann,3.9,3,Beginning PHP and MySQL,Computers,889
Apress,Riemer Grootjans,3.74,5,XNA 3.0 Game Programming Recipes,Computers,663
Apress,Lex deHaan,3.83,7,Applied Mathematics for Database Professionals,Computers,389
Apress,Jack Nutting,3.83,10,Beginning iOS 7 Development,Computers,705
Apress,Warren Gay,3.52,10,Mastering the Raspberry Pi,Computers,482
Apress,Satya Komatineni,3.72,10,Pro Android 4,Computers,1006
Apress,Peter Seibel,3.98,6,Coders at Work,Computers,619
Apress,Scott Chacon,4.17,4,Pro Git,Computers,276
Apress,ADAM FREEMAN,3.97,10,Pro ASP.NET Core MVC,Computers,1031
Apress,Brent Watson,,4,Stripes by Example,Computers,127
Apress,Jessica Livingston,4.02,10,Founders at work,"Cas, Études de",482
Apress,Michael Lopp,3.92,7,Managing Humans,Economics/Management Science,312
Apress,Daniel Drescher,3.95,1,Blockchain Basics,Electronic funds transfers,276
Apress,Errico Malatesta,4.03,10,Anarchia,Anarchism,54
Apress,Robert Nystrom,4.53,13,Game Programming Patterns,Computer games,327
Apress,Joel Spolsky,4.06,11,Joel on Software,Unknown,378
Apress,Adam Gerber,,4,Learn Android Studio,Development,485
Apress,Frank Zammetti,0.0,5,Modern Full-Stack Development,Internet programming,460
Apress,Sanjib Sinha,2.82,7,Beginning Laravel,Php (computer program language),422
Apress,Jeff Friesen,3.9,10,Learn Java for Android Development,Java (computer program language),780
Apress,Aravind Shenoy,3.58,10,Introducing SEO,Web search engines,156
Apress,Magnus Lie Hetland,3.94,8,Python Algorithms,Computer algorithms,326
Kensington Publishing Corp,Zane Grey,3.94,15,Desert Gold,Art,285
Kensington Publishing Corp,L. Divine,4.11,16,Courtin' Jayd,African American teenagers,0
Kensington Publishing Corp,Denny S. Bryce,3.82,14,Wild Women and the Blues,Fiction,386
Kensington Publishing Corp,Edward W. Robertson,4.06,15,Melt Down,Fiction,330
Kensington Publishing Corp,Gina Wilkinson,3.89,8,When the Apricots Bloom,Fiction,322
Kensington Publishing Corp,Jonathan Raban,3.83,10,"Jonathan Raban, Arabia Through the Looking Glass",Unknown,312
Kensington Publishing Corp,James Matthew Barrie,4.05,13,Peter Pan in Kensington Gardens,"Kensington Gardens (London, England)",178
Kensington Publishing Corp,Brandon Massey,3.99,10,Dark Dreams,Fiction,350
Kensington Publishing Corp,Charles Edward Cutts Birch Appleton,0.0,2,Academy and Literature,Literature,734
Kensington Publishing Corp,R. Miles,4.78,12,Jilting the Duke,Fiction,384
Kensington Publishing Corp,Charles Dickens,3.92,12,Great Expectations,Authors,482
Kensington Publishing Corp,Thomas Paine,3.91,13,Rights of Man,History,178
Kensington Publishing Corp,Mary Roberts Rinehart,3.72,13,The Circular Staircase,Classic Literature,255
Kensington Publishing Corp,Philip Carlo,4.04,10,The night stalker,Trials (Murder),528
Kensington Publishing Corp,Nicolas Darvas,4.22,10,"How I Made $2,000,000 In The Stock Market",Speculation,190
Kensington Publishing Corp,Don L. Wulffson,4.1,12,Soldier X,Fiction,227
Kensington Publishing Corp,Wahida Clark,4.33,1,Every thug needs a lady,African American women in fiction,320
Kensington Publishing Corp,Katherine O'Neal,4.03,15,The Art of Seduction,Fiction,354
Kensington Publishing Corp,Hannah Howell,4.12,15,Highland Warrior,"Fiction, Romance, Historical",351
Kensington Publishing Corp,Maggie Robinson,3.78,16,Mistress by Mistake,"Fiction, Romance, Historical",352
Kensington Publishing Corp,Lisa Jackson,4.0,15,Absolute Fear,Mystery,480
Kensington Publishing Corp,William W. Johnstone,3.97,10,The last gunfighter,Kidnapping,331
Kensington Publishing Corp,Ashley & JaQuavis,4.55,15,Diary of a Street Diva,Drug traffic,230
Kensington Publishing Corp,Sharon Page,3.65,15,Black Silk,Romance,304
Kensington Publishing Corp,Jules Michelet,3.69,14,Satanism and witchcraft,Witchcraft,332
St. Anthony Messenger Press and Servant Books,Riva Castleman,5.0,1,A Century of Artists Books,Unknown,0
St. Anthony Messenger Press and Servant Books,Marc Edge,3.7,10,Asper Nation,Business & Economics,348
St. Anthony Messenger Press and Servant Books,John Taylor Gatto,4.18,10,The Underground History of American Education,Education,304
St. Anthony Messenger Press and Servant Books,Steven Heller,4.03,10,Design Literacy (continued),Art,300
St. Anthony Messenger Press and Servant Books,K. Hyland,4.14,3,Academic Evaluation,Education,247
St. Anthony Messenger Press and Servant Books,Mary Medlicott,3.75,10,Abbreviations Used in Book Catalogues,Abbreviations,18
St. Anthony Messenger Press and Servant Books,Harris L. Friedman,3.84,10,The Wiley-Blackwell Handbook of Transpersonal Psychology,Psychology,757
St. Anthony Messenger Press and Servant Books,Samuel Koranteng-Pipim,4.23,10,Receiving the Word,Religion,372
St. Anthony Messenger Press and Servant Books,George Hutchinson,3.97,10,Publishing Blackness,Literary Criticism,245
St. Anthony Messenger Press and Servant Books,Allen J. Hubin,,13,Crime Fiction IV,Crime in literature,0
St. Anthony Messenger Press and Servant Books,Gary Schneider,3.58,10,The Culture of Epistolarity,Language Arts & Disciplines,396
St. Anthony Messenger Press and Servant Books,Michael B. Katz,3.8,10,"Class, Bureaucracy, and Schools",Education,240
St. Anthony Messenger Press and Servant Books,Anya Seton,4.08,6,The Winthrop Woman,Fiction,784
St. Anthony Messenger Press and Servant Books,Kaisa Koskinen,3.79,10,Beyond Ambivalence,Unknown,130
St. Anthony Messenger Press and Servant Books,Judy Fong Bates,3.68,4,Midnight At the Dragon Cafe,Fiction,329
St. Anthony Messenger Press and Servant Books,André Malraux,3.69,12,The Conquerors,Fiction,213
St. Anthony Messenger Press and Servant Books,Richard Lydekker,3.53,10,Library of Natural History,Natural history,680
St. Anthony Messenger Press and Servant Books,Richard Gray,3.15,2,A History of American Literature,Literary Criticism,912
St. Anthony Messenger Press and Servant Books,Gina Misiroglu,3.98,10,The Superhero Book,Comics & Graphic Novels,803
St. Anthony Messenger Press and Servant Books,William Berger,4.12,10,Puccini Without Excuses,Music,482
St. Anthony Messenger Press and Servant Books,Willa Cather,3.7,11,Sapphira & the Slave Girl,Fiction,239
St. Anthony Messenger Press and Servant Books,Henry Benjamin Wheatley,,176,How to Form a Library,Best books,274
St. Anthony Messenger Press and Servant Books,Mark Twain,3.87,13,Europe and Elsewhere,Social Science,454
St. Anthony Messenger Press and Servant Books,Sara Constantakis,3.57,10,Poetry for Students,Business & Economics,0
St. Anthony Messenger Press and Servant Books,Philadelphia Museum of Art,4.11,1,The Louis E. Stern Collection,Art,226
American Institute of Aeronautics and Astronautics,American Institute of Aeronautics and Astronautics,4.4,10,AIAA Student Journal,Aeronautics,0
American Institute of Aeronautics and Astronautics,Ahmed Khairy Noor,3.67,10,Future Aeronautical and Space Systems,Aeronautics,690
American Institute of Aeronautics and Astronautics,Tom D. Crouch,4.15,10,Rocketeers and Gentlemen Engineers,History,320
American Institute of Aeronautics and Astronautics,Steven A. Brandt,4.17,10,Introduction to Aeronautics,Aeronautics,544
American Institute of Aeronautics and Astronautics,Walter Edward Hammond,0.0,2,Space Transportation,Technology & Engineering,736
American Institute of Aeronautics and Astronautics,Barnes Warnock McCormick,,8,Aerospace Engineering Education During the First Century of Flight,Education,938
American Institute of Aeronautics and Astronautics,Kenneth K. Kuo,0.0,1,Recent Advances in Spray Combustion: Spray atomization and drop burning phenomena,Science,544
American Institute of Aeronautics and Astronautics,Vladimir A. Chobotov,3.5,3,Orbital Mechanics,Artificial satellites,447
American Institute of Aeronautics and Astronautics,Jonathan Coopersmith,4.08,5,Taking Off,Technology & Engineering,120
American Institute of Aeronautics and Astronautics,Mike Gruntman,3.93,9,Blazing the Trail,Technology & Engineering,526
American Institute of Aeronautics and Astronautics,American Institute of Aeronautics and Astronautics Simulation for Aerospace Flight Conference,,500,"AIAA Simulation for Aerospace Flight Conference, August 26-28, 1963, Columbus, Ohio",Unknown,384
American Institute of Aeronautics and Astronautics,Ian Moir,3.85,10,Civil Avionics Systems,Avionics,0
American Institute of Aeronautics and Astronautics,Jim Longuski,3.99,3,Advice to Rocket Scientists,Business & Economics,110
American Institute of Aeronautics and Astronautics,American Institute of Aeronautics and Astronautics. Ad Hoc Committee on the Assessment of New Space Transportation Systems,,500,New Space Transportation Systems,Launch vehicles (Astronautics),110
American Institute of Aeronautics and Astronautics,Adrian P. Mouritz,,4,Introduction to Aerospace Materials,Technology & Engineering,621
American Institute of Aeronautics and Astronautics,Daniel P. Raymer,4.47,10,Aircraft Design,Unknown,923
American Institute of Aeronautics and Astronautics,Michael Douglas Griffin,4.14,10,Space Vehicle Design,Space vehicles,700
American Institute of Aeronautics and Astronautics,Peter J. Turchi,3.5,4,Propulsion Techniques,Science,400
American Institute of Aeronautics and Astronautics,Jack D. Mattingly,4.1,7,Aircraft Engine Design,Technology & Engineering,624
